Type,Content,Username,User Reputation,Upvotes,Is Moderator,Creation Date
Comment on Answer,"People have been ignoring the featured post since it's been featured. Also the help center article. And (as of more recently) the notification on the answer box. Then tried to claim ""But how would I have known?!"" It's quite satisfying to be able to point them to the multiple thing they ignored to make the claim they weren't inform.",VLAZ,29086,6,0,2024-05-21 05:53:24
Comment on Answer,"We'll probably unfeature it in the not-too-distant future, but we (the moderators) wanted to leave it up a little bit longer after the removal of the temporary status.  Overall, though, I agree it should be unfeatured.",Ryan M,20167,6,1,2024-05-21 00:34:20
Answer,"LLMs are trained on data from sites like SO. What do you think is going to happen when they're going to train LLMs on content created by LLM? That can only create a self-reinforcing loop of generating incorrect nonsense and therefore completely damaging the usefulness of both SO and LLM itself.
LLMs do not really understand the topic. They only understand relations between words. They don't really have insight in the subjects described by the text. If we're going to post LLM-generated content here on SO, over years it will lead to the latest more advanced LLMs being trained on data produced by early simple LLMs (potentially without being verified by someone with actual insight).
Some might argue it's possible to prevent this using voting for/against the posts. But how can you be sure the LLMs are not voting as well? Also casting a vote does not require the voter to explain why he/she votes the way he/she does, nor to prove his/her insight.
For this reason, I think the policy to ban AI-generated content is correct.
",Harvie.CZ,93,-6,0,2024-04-03 12:52:58
Comment on Answer,"Today's ChatGPT fail (""principal"" is the exact same as, well, ""principal"")",Peter Mortensen,31602,5,0,2024-04-04 00:38:38
Comment on Answer,"That's... Wat... Look, if a user decides to copy a post into a LLM and vote on that post according to what the LLM says the user should do, then that user is free to do so. That's not the LLM voting, that's just the user using a convoluted process. If someone were to automate that, they'd get banned very quickly, as you're not allowed to automate voting. None of that has anything to do with an LLM ban.",Cerbrus,72927,8,0,2024-04-03 13:12:28
Comment on Answer,"""Language models generate text. They don't interact with websites.""  oh really? how does the LLM generated content gets posted then? obviously someone needs to copypaste or write script to do that. based on LLM output. I think this is beyond scope of my argument. you can present LLM with post from SO, let it decide and then vote on its behalf. obviously.",Harvie.CZ,93,0,0,2024-04-03 13:02:55
Comment on Answer,"""But how can you be sure the LLMs are not voting as well?"" That's not a feature LLMs have... Language models generate text. They don't interact with websites.",Cerbrus,72927,5,0,2024-04-03 13:02:25
Comment on Answer,"This doesn't in any way answer the policy, or comment on it...",Cerbrus,72927,7,0,2024-04-03 12:59:14
Answer,"LLM generated answers should always be banned and the reason has nothing to do with whether LLM answers are low or high quality. It beggars belief that some people think LLM answers are worth posting here when every person and their dog can generate literally hundreds of them with minimal effort. I come to Stack Overflow because I am after a human answer. If I wanted an LLM answer, I could have just entered my question into an LLM myself!
",Singularity24601,13,13,0,2024-03-28 08:59:05
Comment on Answer,"Well, sure, that as well, but the flood of low quality content is what initially triggered this ban.",Cerbrus,72927,2,0,2024-03-28 15:38:33
Comment on Answer,"@Cerbrus If LLMs could reliably produce the exact same content as human answerers in every single case, we wouldn't need Stack Overflow at all - you could just consult ChatGPT yourself in every case and get the answers much faster. However, given that LLMs are just synthesizing existing human content, their capacity to generate novel content and new information will necessarily lag behind humans - if no human has written something related to that, they would have no way to know about it. I think that there will always be advantages to human answers, so I agree with the basic point here.",EJoshuaS - Stand with Ukraine,12178,5,0,2024-03-28 14:59:24
Comment on Answer,"If LLM answers were of a quality indistinguishable from human answers, they'd be fine. But they're not, and that is why they're not allowed. Quality has everything to do with this.",Cerbrus,72927,8,0,2024-03-28 09:23:52
Answer,"I fully respect the rules of Stack Overflow, but I want to highlight how technology, including language models like LLMs, plays a crucial role in the empowerment of people with disabilities. The goal of rights and regulations should be to promote a positive evolution of society. As a proof of transparency, wouldn't it be better to specify that a response has been assisted by an LLM?
Could we not offer an honest prompt for all Dys for example?

Thank you all for your comments. You can understand that for those who don't grasp how generative intelligence offers a significant advantage in terms of compensation for language disorders, if in the future the major evolution of artificial intelligence does not allow a site like Stack Overflow to make a difference, it is necessary in my opinion to accompany the transition and make it as transparent as possible.
It is obvious that many developers use generative algorithms without saying so, and with their improvement, it is quite possible that it will be difficult to detect them. Note that the fact that you have used an artificial intelligence is important data for future algorithms that will use the data generated by Stack Overflow.
Moreover, in language disorders for example, the contribution of artificial intelligence, with tools like generative AI, allows for a great improvement in language quality. It should be noted that many people in the world of science have this type of disorder, from Moses to Thomas Edison to Leonardo da Vinci, Einstein.
For this reason, I think it is not good to prohibit the use of generative artificial intelligence, particularly for disability and for the future evolution of this type of technology, and that it is more judicious to mention it. I understand that some people will never do it, but ethics is an individual question. Should everyone be punished for the fault of some and not others?
",gregory l,41,-24,0,2024-03-24 08:47:43
Comment on Answer,"""I fully respect the rules of Stack Overflow"" No, you don't. As you have been posting AI answers even after you have been informed that it is not allowed. ""...wouldn't it be better to specify that a response has been assisted by an LLM"" Why didn't you specify that this answer is LLM assisted then?",Dalija Prasnikar,28512,0,1,2024-05-21 12:04:30
Comment on Answer,"@gregoryl MisterMiyagi is trying to explain to you why this answer is poorly received. From ""our"" perspective, it looks like you're the one who doesn't want to hear that, do you understand that? Your suggestion is clear, but how that would work, with the issues LLMs have in mind, is something you need to explain. It's irrelevant what historical figures might have had some disability. Again, please read through the other suggestions on here. It's a lot, but that also means there's a lot of research and debate that has already gone into this.",Cerbrus,72927,8,0,2024-03-24 15:11:03
Comment on Answer,"@gregoryl Point is, your new content isn't going into detail but into meaningless (and questionable) tangents. You aren't actually explaining anything this way. If this is what AI writes for you, this is a good sign you should not use it. True, it may be difficult for some of us to express ourselves, but do not be fooled into thinking AI expresses yourself better than you do. It just seems fancier.",MisterMiyagi,51989,12,0,2024-03-24 14:37:02
Comment on Answer,"OK :-), I understand, but please realize that for me, it's complicated to explain without going into too much detail, a topic that you seem not to be familiar with, regarding health and the impact that AI can have on this issue.",gregory l,41,1,0,2024-03-24 14:21:26
Comment on Answer,"@gregoryl That's fitting, because I didn't understand where you were going with this. My comment was supposed to express that with quoting the most (but not only) outlandish and tangential part of the content you recently added. I'm literally unable to put my confusion into words, hence a flat what.",MisterMiyagi,51989,3,0,2024-03-24 14:12:48
Comment on Answer,"Sorry, @MisterMiyagi, I don't understand where you're going with this ?",gregory l,41,1,0,2024-03-24 13:44:39
Comment on Answer,"""It should be noted that many people in the world of science have this type of disorder, from Moses to Thomas Edison to Leonardo da Vinci, Einstein."" Flat what.",MisterMiyagi,51989,5,0,2024-03-24 13:40:08
Comment on Answer,"We understand that you think allowing generative AI is useful. However, there are many issues with generative AI that aren't solved yet, such as its factual inaccuracy. A lot of these concerns have been discussed in-depth on answers on this question, so I'd strongly suggest you read through that first. Your suggestion is far from new, but nobody came up with a viable way to make it workable, yet.",Cerbrus,72927,9,0,2024-03-24 13:37:19
Comment on Answer,"I don't doubt that ChatGPT is helpful to some people with disabilities, but that doesn't change the fact that the answers it generates aren't reliable enough to be allowed on the site.",F1Krazy,146,11,0,2024-03-24 12:56:46
Comment on Answer,"AI has a distinguishable writing style, one that's not very common in how you'd normally answer on SO. That said, if an answer is of such (writing and factual) quality that it is indistinguishable from a completely human-written answer, there's not much of a problem.",Cerbrus,72927,6,0,2024-03-24 12:45:48
Comment on Answer,"I understand your concerns regarding the reliability of AI assistance disclosures. However, with technological advancements, it will become increasingly difficult to differentiate between contributions generated by AI and those created by humans. This is also an issue of accessibility for some people.",gregory l,41,0,0,2024-03-24 09:38:37
Comment on Answer,"Yes, it would be better. But people don't do it. We could have a lot of nice things if people wouldn't sabotage things...",MisterMiyagi,51989,9,0,2024-03-24 09:17:40
Comment on Answer,"How can we trust users to add that ""This is AI-generated"" disclaimer to their answers? We can't. This has been suggested a lot, already, and frankly, just isn't reliable.",Cerbrus,72927,8,0,2024-03-24 09:12:47
Answer,"Preface
In the past when searching for the answer to some problem with your favorite search engine, you could easily find the same answer many times, even though it was obviously wrong (not working).
That was (I suspect) due to the fact that many users just copied answers from elsewhere without citing where they got it from, or due to ""re-framing"", that is, some site just placed a new frame and some advertising around another site. Fortunately, the latter have vanished mostly meanwhile.
ChatGPT
I think ChatGPT and alike are impressive, but there are still severe problems:
I have a (seemingly simple) programming problem that I couldn’t solve myself reading the documentation, so I used Google to search for solutions. I had tried a few, but none worked, so I tried ChatGPT.
ChatGPT provided a ""solution"" that looked similar to the ones I had seen before, but actually it didn't work either.
So I told it that the solution did not work, and ChatGPT provided me with another ""solution"" (that also did not work).
I think the above clearly shows the problem with ChatGPT:
It cannot tell where it got its wisdom from, and the answers may be incorrect without ChatGPT knowing.
Any use?
Still, I could imagine (monetary and legal issues left aside) that SO integrates ChatGPT for newly asked (or to be asked) questions:

It could be used to find similar (equivalent) questions before posting the question.  I saw many questions about the same problem (like ""find string X in input Y""), where the posters were unable to abstract the problem to the root problem, not even partially.
It could suggest an ""answer"" before posting the question: If ChatGPT could provide a correct answer, there isn't any need to post the question on SO (maybe because the question is rather trivial also).

",U. Windl,4325,-16,0,2024-02-07 10:41:24
Comment on Answer,"ChatGPT works as a highly unreliable, but sometimes useful, advisor. For example, it is good at guessing typos and SIAs (if you don't have the imagination for the guessing game) which otherwise makes something on the Internet incomprehensible.",Peter Mortensen,31602,0,0,2024-03-03 00:18:56
Comment on Answer,"I completely disagree with the last point of this answer: since this generated answer might very well contain absolute nonsense, nothing like this should be shown. Answer without this part, answer is not related to the ban: we already have suggested similar questions (however crappy they are), and changing algorithm of their suggestion is out of the scope here.",markalex,13394,0,0,2024-02-10 08:47:42
Comment on Answer,I'm not quite sure where you got the impression that i don't think nonsense answers exist. What I'm saying is if every answer you find is nonsense... there's another common denominator there that could be the actual problem.,Kevin B,95047,0,0,2024-02-09 06:52:57
Comment on Answer,"@Kevin B No there actually exist nonsense answers that cannot work, but still people copy them. I once (in the times of MS-DOS) I knew someone swearing the command to start Turbo Pascal is exit, because when he had started a shell from Turbos Pascal, exit seemingly started Turbos Pascal from there seemingly. OK, this is an extreme example...",U. Windl,4325,0,0,2024-02-09 06:50:07
Comment on Answer,The experience you describe is the exact reason ChatGPT answers are not allowed. They are almost always wrong. Essentially if you don’t have the knowledge necessary to validate them which is almost always true for anyone using ChatGPT to submit an answer to a question they cannot author themselves,Security Hound,2548,2,0,2024-02-08 14:13:09
Comment on Answer,"Overflow AI isn't supposed to generate new answers, it's supposed to present existing ones. So if your problem is all existing answers are solving a problem differently than you  need them to... having Overflow AI find the answers for you isn't going to be any better than standard search.",Kevin B,95047,3,0,2024-02-07 15:49:50
Comment on Answer,"""you could easily find the same answer many times, even though it was obviously wrong"" i mean... if every answer you tried that worked for someone else doesn't work for you, isn't it more likely that means something is different in your environment or your implementation rather than what worked for n other people was also a wrong answer?",Kevin B,95047,3,0,2024-02-07 15:44:46
Comment on Answer,"Erm, but you did give it a try and it wasted your time.",Robert Longson,124179,9,0,2024-02-07 13:02:06
Comment on Answer,"There's no guarantee that answers do work, but there also is no guarantee that answers do not work. So the OP could give it a try.",U. Windl,4325,0,0,2024-02-07 11:41:54
Comment on Answer,You can already sign up to AI search. What's the point in having an AI suggested answer if your experience suggests that it simply doesn't work. Isn't that just a waste of their time?,Robert Longson,124179,12,0,2024-02-07 11:10:12
Answer,"In your reasoning for the general ban on ""All use of generative AI"", you have not explained how it could be ""harmful"" to the website if a user verifies an AI-generated answer for correctness before posting it (for example by testing the code), or partially uses it in reaching their own correct answer.
In other words, if the problem is the curation and moderation of bad answers, why limit the ways good answers can be generated? With the AI-generated content becoming more accurate every day, (a) even human experts are more likely to provide better and quicker answers if they use AI for assistance, (b) it will be increasingly hard to detect AI use in part or all of an answer, and (c) it will be easier for this platform to actually use AI to find and flag potentially bad/incorrect answers, whether generated by humans or AI, for human experts to review.
Therefore it seems more logical to help the ""swamped volunteer-based quality curation infrastructure"" by actually using AI to prioritize the reviewed content, and to utilize other hard solutions such as limiting the posting frequency, rather than announcing general bans that could end up being hypocritical and impossible to enforce.
",FNia,183,-22,0,2024-02-10 00:52:24
Comment on Answer,"Bogus answers (for example, likely most code dumps (answers without any explanation whatsoever)) and plagiarised answers were already a problem before ChatGPT. ChatGPT made it orders of magnitude worse.",Peter Mortensen,31602,1,0,2024-03-03 00:28:19
Comment on Answer,"If you have proposition, how to workaround mentioned abuse with existing right now technologies, please share it: many people would like to here it. But be warned, simply saying ""community should go and verify every answer"" wouldn't cut it.",markalex,13394,5,0,2024-02-15 08:08:47
Comment on Answer,"@FNia, if or when tooling to factually check answers will exist, this very much will be a reason to reconsider this policy (and I'd personally say reconsider existence of SO in its current form). Until then, in light of extreme abuse by the generatedanswers, threatening usability of the site, this ban deemed to be the only viable solution.",markalex,13394,1,0,2024-02-15 08:04:40
Comment on Answer,"@FNia ""These are of course not ready solutions to deploy on this platform"" Exactly. The tooling required for the proposed policy change does not practically exist - for all intents and purposes, they are functionally magic in any policy. Mind, that does not mean it cannot exist in the future, but it means any policy that relies on it cannot work today. SO does not exist to provide the focus for future AI research, it exists to be SO today. Mind, AI research is well able to set their own focus and not affected by the ban here.",MisterMiyagi,51989,5,0,2024-02-15 05:13:04
Comment on Answer,"These are of course not ready solutions to deploy on this platform, but are the general trends and approach to the matter of validity-checking human+AI-generated content. It's only a matter of time before we get there, and I believe the focus should be on going in that direction, rather than suppressing AI use altogether.",FNia,183,0,0,2024-02-15 01:23:04
Comment on Answer,- Defending Against Neural Fake News: arxiv.org/abs/1905.12616  - FACT-GPT: Fact-Checking Augmentation via Claim Matching with LLMs: arxiv.org/html/2402.05904v1  - Are Large Language Models Good Fact Checkers: A Preliminary Study: arxiv.org/abs/2311.17355  - The perils and promises of fact-checking with large language models: frontiersin.org/articles/10.3389/frai.2024.1341697/full  - (Probabilistic classification:) Generative AI Text Classification using Ensemble LLM Approaches: arxiv.org/pdf/2309.07755.pdf,FNia,183,2,0,2024-02-15 01:16:14
Comment on Answer,"There is no way to make sure the poster did verify it, and there is no way to make sure LLMs have not been used in part or all of the answer. You can only verify the answer itself for correctness, and LLMs can help with that. There are many studies on the use of LLMs for fact checking. It's definitely a new and evolving field, but the general understanding seems to be that ""the best defense against [LLM] is [LLM] itself"". I'll put some citations below.",FNia,183,0,0,2024-02-15 01:01:37
Comment on Answer,"Could you please explain how to tell whether a poster did verify it? (without verifying it ourselves; see my previous comment for why that doesn't work)  Plenty of people claim to have verified their AI-generated answers, and yet their answers are still wrong.",Ryan M,20167,6,1,2024-02-15 00:12:25
Comment on Answer,"@RyanM The verification responsibility is on the poster. Yes, definitely ban the ""10-second blind copy-pasted answers from ChatGPT"", but that's not what this ban says. It simply doesn't care if you spent 10 seconds to paste it, or spent minutes or hours to verify and edit the answer before posting it. It bans all cases, which doesn't make sense.",FNia,183,0,0,2024-02-15 00:08:35
Comment on Answer,"@FNia Please cite sources for your claims (especially the claim that LLMs can probabilistically classify the truth of answers).  Our overwhelming experience is that current LLM technology cannot reliably do any of those things, at least within the domain to which it's being applied here.  If we enter a world in which the way people use LLMs does not generate large quantities of plausible-looking incorrect information, then we may reconsider the ban.  That is not the world we live in, however; thus, the ban.",Ryan M,20167,7,1,2024-02-15 00:03:39
Comment on Answer,"@markalex Do you understand what it means to ""understand"", before making any claim about LLMs' understanding? And does it matter if a calculator ""understands"" numbers, as long it produces correct answers? Depending on the model quality and task at hand, LLMs can be very likely to produce correct and useful outputs (so a blanket ban on them is nonsensical) and they can probabilistically classify other answers to be true or false. This can be used to increase the speed and accuracy of human validators, not to replace them.",FNia,183,0,0,2024-02-14 23:57:45
Comment on Answer,"The problem with ""verify them"" is that the amount of time, effort, and expertise it takes to verify an answer is often multiple orders of magnitude greater than the 10 seconds the poster spent blindly copy-pasting the question into ChatGPT.  It's not sustainable to spend that much more effort removing bad content than it takes to create it, particularly when there are more people creating it than trying to remove it.",Ryan M,20167,9,1,2024-02-14 23:55:07
Comment on Answer,"@MisterMiyagi, AI generated answers ""look correct"" and are a lot of times correct. Of course not always, but that's true for human answers too. That's why you verify them! ""There is no harm assigned to verified answers,"" There is a ban placed on them presumably because of a harm assigned to them. And there is no ""magical tooling"" that claim to exist.",FNia,183,0,0,2024-02-14 23:41:21
Comment on Answer,"Do you understand that LLMs do not and will not understand meaning of the text? And if you do, how you imagine ""actually use AI to find and flag potentially bad/incorrect answers""?",markalex,13394,11,0,2024-02-10 08:38:57
Comment on Answer,"There is no logic here to counter. The ban makes it clear it is a blanket ban because AI generated answers look correct no matter if they are. There is no harm assigned to verified answers, and the magical tooling by which you want verified and unverified answers to be separated simply does not exist.",MisterMiyagi,51989,14,0,2024-02-10 05:03:37
Answer,"On the flipside?
I would like to argue that there is one class of AI writing that should be explicitly allowed.
Specifically, when an AI like ChatGPT gets a series of questions for which it cannot produce adequate answers,  the AI should produce a composite question about it.  This should also include statements of why it doesn't consider its own answers adequate.  This should then be asked here, as an official post from the AI (as in the user might be ""ChatGPT"" or the like).
The point here is to increase the corpus of knowledge.

Having said all that,  I do believe that answers or questions pasted from ChatGPT or the like should be banned.
",David G.,690,-25,0,2024-01-29 18:15:33
Comment on Answer,"This answer clearly demonstrates the lack of knowledge gained by using ChatGPT and understanding how its responses are generated. You can tell ChatGPT it’s wrong and it will apologize, even if it’s right, and generate a new response to correct its mistakes. Even then on some subjects even if it’s wrong it will ignore your correction. ChatGPT is useless.",Security Hound,2548,0,0,2024-02-08 14:15:49
Comment on Answer,"""AI"" solutions that are capable of citing sources aren't working like your standard LLM prompt. They start with a different kind of AI, not an LLM, to perform a more typical search before sending the results into an LLM as a prompt to generate the response. It'd be incorrect to claim the LLM is sourcing it's data, since the data that is allowing it to do the work it's doing isn't just the content in the prompt that the initial search found.",Kevin B,95047,2,0,2024-01-30 22:20:25
Comment on Answer,"@DavidG. LLMs like ChatGPT don't ""do"" ""source"". They can't weigh different training data differently unless explicitly trained to do so. It would make no sense for a generic LLM like ChatGPT to put excessive weight on SO sources, as that would result in lower quality output when generating stories. It doesn't have live access to data. It doesn't know who posted what. It doesn't know anything about scores. You're making so many incorrect assumptions about how LLMs work... Please look into how they generate output. [2/2]",Cerbrus,72927,4,0,2024-01-30 22:16:52
Comment on Answer,"@DavidG. No. LLMs don't have a concept of truth. Don't strawman me with theories about AI in general. LLMs like ChatGPT don't comprehend. They don't understand, they don's interpret. There is literally no concept of technical accuracy in their process. That's the entire problem with LLMs! They can't know if what they generate is true or not. That's simply not part of how they work. [1/2]",Cerbrus,72927,5,0,2024-01-30 22:13:05
Comment on Answer,An AI summary of an answer is an AI answer.,Kevin B,95047,3,0,2024-01-30 17:16:29
Comment on Answer,"And as I wrote in the answer, I don't support AI answers.",David G.,690,0,0,2024-01-30 17:09:43
Comment on Answer,"The point is there is no idea of truth that can be trusted to just be correct, even for human provided content the viewer is responsible for determining that. Having the AI rely on metrics humans provided in the past but no longer are because the AI replaced the process that resulted in that feedback will be stale immediately.",Kevin B,95047,1,0,2024-01-30 17:06:34
Comment on Answer,"Which is why I use the therm ""likely"".",David G.,690,0,0,2024-01-30 17:04:59
Comment on Answer,"I mean, no, lol, there's plenty of highly scored answers that are wrong.",Kevin B,95047,2,0,2024-01-30 17:03:50
Comment on Answer,"OK, I should have mentioned high scoring answers are also more like ""truth"" than low scoring ones.",David G.,690,0,0,2024-01-30 17:02:56
Comment on Answer,"i mean, no, lol, there's a reason accepted answers are no longer pinned to the top.",Kevin B,95047,2,0,2024-01-30 17:00:20
Comment on Answer,"@VLAZ I'm saying the policy should allow, and encourage, AIs whose developers want to improve the knowledge base.  It may be that they don't do it now because they haven't been encouraged to do it.  I feel it would be better for them to be encouraged than for them to have to come hat in hand.",David G.,690,0,0,2024-01-30 16:57:28
Comment on Answer,"@Cerbrus  Completely wrong.  AIs do have an idea of ""truth"".   With SO as a source, an accepted answer is more likely ""truth"" than a non-accepted one.  An answer from a high status poster is more likely ""truth"" than from a low status poster.  I suspect this is already used.  Having said that, it probably doesn't know truth in the real world, so it shouldn't be trained on an RPG corpus to answer medical questions.",David G.,690,0,0,2024-01-30 16:51:23
Comment on Answer,"So, what you're suggesting doesn't match up with the current reality. You want AI generated questions to be allowed conditioned on the AI tool working not at all how it works as of today. You're free to suggest to all AI tool makers they should change their products to be able to do the introspection you expect of them. Once that is done, we can discuss changing what we do and do not allow for AI generated questions.",VLAZ,29086,3,0,2024-01-30 08:21:21
Comment on Answer,"@DavidG. There's no ""May or may not"". LLMs do not have any idea of the concept of ""truth"". They're utterly clueless. What you suggest it beyond impossible, as LLMs are simply not capable of interpreting ""truth"".",Cerbrus,72927,5,0,2024-01-30 08:17:33
Comment on Answer,Self-monitoring? you mean using an LLM to determine if an LLM is accurate?,Kevin B,95047,0,0,2024-01-29 22:33:35
Comment on Answer,"@VLAZ it would obviously require the AI have a fair bit of self-monitoring included in it.  They may or may not be able to at this point.  In any case, it's not for StackExchange / SO to do, but for the AI writers.  The only part for StackExchange / SO is allowing the relevant user to exist and question.",David G.,690,0,0,2024-01-29 22:32:23
Comment on Answer,"Ironically that's what OverflowAI search is designed to do, isn't it? Find/summarize existing answers, and if there are none help you generate a question.",Kevin B,95047,2,0,2024-01-29 19:51:28
Comment on Answer,"Nothing of this seems to be suitable for SO with current  quality of ""understanding"" provided by any of the models. What you describe sounds like human powered correction mechanism for models, and I don't see why this should be a part of SO or wider SE network.",markalex,13394,0,0,2024-01-29 18:47:27
Comment on Answer,"And how exactly would an AI chatbot know it doesn't know something? Or why it doesn't know it? Often enough it just hallucinates an answer. The way to figure out it doesn't work is for an expert to have a look at it. If the expert finds the answer is nonsense, then they can write a question instead. Although, with that said - just because an AI tool is unable to properly answer a question, it does not mean the question is unique and never before seen.",VLAZ,29086,8,0,2024-01-29 18:34:53
Answer,"I'm curious how this policy can co-exist with the now public stance that Stack Overflow is going to be training AI models on content here.

https://stackoverflow.co/teams/ai/

I understand a lot of work and thought have gone into this policy as there were significant negative repercussions, but ""AI for me, and not for thee"" seems a bit too much on the nose to be sustainable.
",bmike,971,-16,0,2024-01-09 14:26:14
Comment on Answer,@bmike Except that a lot of the people posting AI content weren't making good use of it.,John Montgomery,7096,6,0,2024-01-09 19:10:29
Comment on Answer,"@bmike because user input has never been the problem, right?",Cerbrus,72927,0,0,2024-01-09 19:10:15
Comment on Answer,"@bmike again, I'm telling you the company has not been ignored.",VLAZ,29086,0,0,2024-01-09 16:37:22
Comment on Answer,"@VLAZ I head you, however no one should ignore the implied judgement the company has announced:  We will make good use of AI tools. You will not make good use of AI tools. Over the next several quarters we all will see what really happens, but as an observer from another site, I felt the need to speak up when got news in a 2 week period of ""put this banner up saying NO AI followed by a featured post COME GET AI"".",bmike,971,0,0,2024-01-09 16:28:03
Comment on Answer,Isn’t it pretty normal that the provider has more privileges than the users?,MisterMiyagi,51989,1,0,2024-01-09 14:57:16
Comment on Answer,"Posting of generated content is still banned. OverflowAI is not in conflict with this, since it's not about posting anything. With that said, it's widely agreed that the company has made poor choices in what projects they pursue.",VLAZ,29086,29,0,2024-01-09 14:28:52
Answer,"I can totally understand that AI generated answers bring up potential risks in terms of correctness and useful content, since, especially in the universe of developers, answers of AIs are very often not only wrong, but also do not show  best practices.
The view changes for me when it comes to the notion of banning AI from ""enhancing"" posts. Using AIs on comments which are intellectual source of individuals could potentially improve the vocabulary and grammar of many questions and answers on Stack Overflow. So it would in my opinion make more sense to encourage people to prepare questions/answers and assess improvements with AIs, rather than risking negative feedback due to misunderstandings or bad expressions.
",Emad Easa,89,-18,0,2024-01-02 13:52:46
Comment on Answer,"Stack Overflow's purpose is to serve as a repository of high quality Q&A. I'm not sure why you think we're obligated to serve as an AI advocate on top of that, especially when doing so would compromise our actual purpose.",John Montgomery,7096,0,0,2024-01-04 23:10:48
Comment on Answer,"@EmadEasa Feel free to explain or explore that in an appropriate format, perhaps a separate meta-Q&A. This Q&A is about the ban itself and not the appropriate place to raise awareness for what you have in mind.",MisterMiyagi,51989,3,0,2024-01-03 09:16:09
Comment on Answer,"""could potentially improve the vocabulary and grammar"" there are already tools out there for this which don't use generative AI...",Abdul Aziz Barkat,21802,2,0,2024-01-03 06:47:01
Comment on Answer,"Well, I think it is less ""a thing"" that needs control, but rather more important to raise awareness in how to use such tools. Using AIs can bring also positive impact and is not only a risk factor as long as people are aware about how to use it. I think Stackoverflow, as the worldwide leading platform for the development industry has an obligation to act as a role model since banning in general terms and ""marking"" AIs as evil is easy (with questionable outcome), but the more courageous approach would be in explaining, how such tools could be integrated into workflows and the community.",Emad Easa,89,0,0,2024-01-03 00:54:48
Comment on Answer,"If you have a proposal for how we can tell ""enhanced"" posts from generated ones, with minimal human labor, then add that your answer, I'm sure the community would be interested to hear it. Until we have such a mechanism, we have to treat both the same.",user1937198,5365,2,0,2024-01-03 00:29:39
Comment on Answer,"The ban is a blanket ban because it is not feasible to distinguish generated from ""enhanced"" content. From that standpoint it simply didn’t matter how good the good case is, as long as the bad case is bad enough.",MisterMiyagi,51989,9,0,2024-01-02 15:27:17
Answer,"Agree with the ban
To anyone that disagrees and thinks ChatGPT answers should be allowed, I would answer that if anyone has a question they are free to ask ChatGPT directly and have their question answered by ChatGPT.
On Stack Overflow, their question should be answered by people with the knowledge and experience to resolve their issues.
",YungDeiza,4570,190,0,2022-12-09 10:35:04
Comment on Answer,"@ChatGPT ""GPT answers are not substantially worse than the avg SO user"" incorrect and baseless",chiliNUT,19573,2,0,2024-01-21 11:47:43
Comment on Answer,"@ChatGPT: Re ""Quora also stands to be disrupted by SO"": Don't you mean ""SO also stands to be disrupted by Quora""?",Peter Mortensen,31602,0,0,2023-12-11 20:18:04
Comment on Answer,"@ChatGPT That would turn this site into a free finetuning material vetted by humans, and that's perhaps for a different forum. Why should you care then if StackOveflow survives? Simply come up with another forum.",marek_schwifty,241,0,0,2023-11-06 15:33:04
Comment on Answer,"perhaps implement a voting system so that the community and sort them to the top.  > ""we don't want to have to wade through a lot of noise to find the useful answer. """,ChatGPT,5617,0,0,2023-05-21 11:42:41
Comment on Answer,"@ChatGPT  the issue is signal to noise:  we don't want to have to wade through a lot of noise to find the useful answer.  Re ""not substantially worse than the avg SO user"":  (1) that's an interesting bar to set.  (2) how would you go about proving your assertion?  (3) the goal isn't ""not substantially worse""; it's accurate and useful.",Technophile,482,15,0,2023-03-31 22:00:42
Comment on Answer,"Not only that, but this applies to any computer-generated answer.  SO should be for questions that search engines and other automated tools can't answer satisfactorily.  Rather than post a machine-generated answer, the better answer might be to point out that ""You can find the answer at DuckDuckGo/Bard/ChatGPT/perplexity.ai/...""",Stefan,28541,6,0,2023-03-26 18:19:15
Comment on Answer,"I agree with you. I think if somebody is using chat GPT to post answers, then assign it to a bot and strip the user of their access/authentication. It's not their answer anyways. Like you mentioned, chatGPT is available for anyone, so why not just go ask chatGPT instead posting on your account it's answers like a true imposter.",matt6frey,133,5,0,2023-01-26 05:21:02
Comment on Answer,"This is the best answer.  If someone wants an AI generated answer, they know where to get one.  And it's not here.",Dawood ibn Kareem,79867,38,0,2023-01-17 04:33:56
Comment on Answer,"@MaxHodges, that seems like a good idea.  Maybe SO will eventually release a similar chat feature where you can get an AI answer but I still think it should be separate from the current Q&A system.",YungDeiza,4570,5,0,2023-01-01 10:49:56
Comment on Answer,"SO is dead. Quora also stands to be disrupted by SO. Their response: Quora launched a platform called Poe that lets people ask questions, get instant answers and have a back-and-forth dialogue with AI chatbots. SO reaction to ban this marvelous technological breakthrough will only hasten SO's decline.",ChatGPT,5617,12,0,2023-01-01 02:15:27
Comment on Answer,"It's redundant, the OP could just directly ask their question using CGPT but they didn't so it shouldn't be given a CGPT response.",YungDeiza,4570,10,0,2022-12-31 03:43:20
Comment on Answer,"This like like banning Grammarly. 1) GPT answers are not substantially worse than the avg SO user. It goes far better on many technical questions than engineers with years of experience.  2) SO already has a voting system so that incorrect or harmful answers can be downvoted. If you don't believe if your voting and reputation system, maybe you should redesign it. What's the difference between a ""harmful"" human answer an a harmful ChatGPT answer? who cares!",ChatGPT,5617,13,0,2022-12-31 03:22:28
